truku	zh	en	fr	headword
Qhduun su knuwan ka pptasun su? … Mhdu da! (vl. mhdu ku da!)	你什麼時候才會把要寫的都寫完？……寫完了！（或：我寫完了！）	When will you finish writing all that you have to write? … It's done (var. I've finished!).	Quand finiras tu d'écrire tout ce que tu as à écrire ? … C'est fini (vl. J'ai fini !).	XDO
Ini qhdu mkan ka dhiya!	他們還沒吃完呢！	They haven't finished eating, those ones!	Ils n'ont pas fini de manger, eux !	XDO
Hndu su kana ka qmpahan trabus su?	你在花生田裡的活兒都做完了嗎？	Is all your work in your peanut fields finished?	Tout ton travail dans tes champs d'arachides est-il fini ?	XDO
Hndu da!	完成了！	It's finished!	C'est fini !	XDO
Hndu ku da (= ku da)	我做完了。	I have finished.	J'ai fini.	XDO
Hndu su da do, yahi ku dmayaw da!	既然你做完了，就來幫我吧。	Since you have finished, come and help me.	Puisque tu as fini, viens m'aider.	XDO
Ungat pnrjingan ungat nhdaan.	無始無終＝永恆。	Without beginning, without end = eternal.	Sans commencement sans fin = éternel.	XDO
Tmhiyaq namu ana manu kmhmutan (knhmtan?) o, kisa (?) (ki sa (?)) balay!	你們摒棄各種淫亂邪行，這很好！	You reject every kind of debauchery, that is very good!	Vous rejetez toute espèce de débauche, cela est très bien !	X'DYEQ
Ya hmuya su bi mthiyaq tluung kdjiyax!	你為什麼老是獨自坐在一旁（退到一邊）呢！	Why then do you always sit apart (withdrawn, off to the side)!	Pourquoi donc restes tu toujours assis à part (retiré à l'écart) !	X'DYEQ
Dmurun ku sunan pgthiyaq (ptthiyaq?) hngali hari.	我請你稍微退到一旁去。	I beg you to withdraw a little bit to the side.	Je te prie de te retirer un petit peu à l'écart.	X'DYEQ
Hiya o, ini usa.	他呀，他不去。	Him, he isn't going.	Lui, il ne va pas.	XEA
Ga su hiya?	你在那裡嗎？	Are you there?	Tu es là ?	XEA
Ana mu si biqi hyaan o, ini na ngali ka hiya.	就算我想把它給他（或：我怎麼給他），他也不肯收！	Even if I wanted to give it to him (var. no matter how I try to give it to him), he does not accept it!	Même si je voulais le lui donner (vl. j'ai beau le lui donner), lui ne l'accepte pas !	XEA
Mnusa ku hyaan.	一、我到他那裡去了；二、我到那邊去了（＝或：Mnsa ko xea）。	1° I went to him; 2° I went (toward) over there (= var. Mnsa ko xea).	1° Je suis allé vers lui ; 2° Je suis allé (vers) là-bas (= vl. Mnsa ko xea).	XEA
Nhiya ka patas embanah.	那本紅書是她的。	The red book is hers.	Le livre rouge est à elle.	XEA
Nima ka lukus? … Nhiya.	這些衣服是誰的？……他的！	Whose clothes are these? … His!	A qui sont ces habits ? … A lui !	XEA
Biqi nanak dhyaan ka ndhiya.	那就把屬於他們的東西給他們吧！	Give them what is theirs, then!	Donnez leur donc ce qui est à eux !	XEA
Mha sapah knuwan ka dhiya?	他們（那些人？）什麼時候回自己家去？	When do they return home, (those ones?).	Quand retournent-ils chez eux, (ceux là ?).	XEA
Wada hiya ka dhiya.	他們到那裡去了（所指或所談論的地方）。	They went there (a place one points to or that is being talked about).	Ils sont allés là (lieu qu'on montre ou dont il est question).	XEA
Ddhiya nanak ka Jiyan.	Jiyan 確實是他們中的一員。	Jiyan is indeed one of them.	Djian est bien l'un des leurs.	XEA
Ddhiya nanak ka djiyan.	Jiyan 的群體（家族）屬於他們那一群。	Jiyan's group (family) is part of their group.	Le groupe (la famille) de Djian fait partie de leur groupe.	XEA
Usa dhyaan, ya sa dhiya nanak ka rngagun su!	那就到他們那裡去吧，既然你想（你該）談話的對象正是他們！	Go to them, then, since it is they to whom you want (you must) speak!	Va donc vers eux, puisque ce sont eux à qui tu veux (tu dois) parler !	XEA
Hyaun su ka laqi?	你要拿（你所要的）那孩子怎麼辦？	What will you do (what do you want to do) with the child (that you are asking for.).	Que feras tu (que veux tu en faire) de l'enfant (que tu demandes.).	XEA
Hyaun su ka qlupas? … Uuqun mu!	你要拿這些桃子做什麼？……吃掉！	What do you want to do with the peaches? … Eat them!	Que veux tu en faire des pêches ? … Les manger !	XEA
Mhibung ka ribul su; ini hari khibung ka naku.	你的褲子是黃色的；我的沒那麼黃！	Your trousers are yellow; mine not very.	Tes pantalons sont jaunes ; les miens pas beaucoup !	XEBONG
Qmuyux kdjiyax o, ya aji wada emphing ka hidaw do!	雖然天天下雨，我希望熄滅的不是太陽！	Although it rains every day, I hope it is not the sun that has gone out!	Bien qu'il pleuve tous les jours, j'espère que ce n'est pas le soleil qui s'est éteint !	XEDAO
Ma su mshaya lnglung! Mhidaw paru ka saman da!	你的想法真奇怪！（或：你怎麼會這麼想！）明天會是大晴天！	You have a strange idea! (var. What has got into you to think like that!) Tomorrow the weather will be very fine!	Tu as une drôle d'idée ! (vl. Qu'est-ce qui te prend de penser ainsi !) Demain il fera grand beau temps !	XEDAO
Hidaw pada.	羚羊的太陽＝日出最初的一縷光，此時唯有高峰（羚羊佇立之處！）開始泛紅！	Chamois sun = the very first light of the sun, when only the high peaks (where the chamois stand!) begin to turn pink!	Soleil du chamois = Toute première lueur du soleil, quand les hautes cimes seules (où se tiennent les chamois !) commencent à rosir !	XEDAO
Ska hidaw.	正午（太陽正中）。	Noon (in the middle of the sun).	Midi (au milieu du soleil).	XEDAO
Babaw skahidaw (= babaw ska hidaw)	下午。	Afternoon.	Après midi.	XEDAO
Rmuxan hidaw.	日落（＝時間與地點（西方））。	Sunset (= time and place (west)).	Le coucher du soleil (= temps et lieu (ouest)).	XEDAO
Brah sapah ka mhidaw bi! Ini khidaw ka uyung na.	屋子前面才曬得到太陽，後面（卻）曬不到！	It is in front of the house that it is sunny, (but) not behind!	C'est devant la maison que c'est ensoleillé, (mais) pas derrière !	XEDAO
Hidaw ka sayang do, sai nhari phidaw payay da!	既然今天出太陽，快去把稻子拿出去曬（把稻子放到太陽下）！	Since it is sunny today, go quickly and dry the rice (put the rice out in the sun)!	Puisqu'aujourd'hui il fait du soleil, va vite faire sécher le riz (mettre le riz au soleil) !	XEDAO
Npkuyuh do, kika saun su phidaw payay da?	偏偏要在快下雨的時候，你才想把稻穀拿去曬（放到太陽下）嗎？	Is it when it's about to rain that you want to dry (put out in the sun) your paddy?	C'est quand il va pleuvoir que tu veux faire sécher (mettre au soleil) ton paddy ?	XEDAO
Phdagi lukus bnhuan mu suni hu? Brahaw su balay!	請你把我剛才洗的衣服拿去曬（晾乾），好嗎？	Could you please hang out in the sun (to dry) the clothes I washed a moment ago?	Pourrais tu étendre au soleil (mettre sécher) les habits que j'ai lavé tout à l'heure, s'il te plaît ?	XEDAO
Ya su wada phdagan ka lukus da?	希望你已經把衣服拿去曬了吧？	I hope you have put the clothes out to dry?	J'espère que tu as mis sécher les habits ?	XEDAO
Paru bi phdagan brah sapah mu ka yahan dha kmsiyuk.	他們來借的是我家門前那塊大（曬）場。	It is the big (drying) yard in front of my house that they came to borrow.	C'est la grande aire (de séchage) devant chez moi qu'ils sont venus emprunter.	XEDAO
Ma thidaw sayang!	瞧，今天出太陽了！	Look, it's sunny today!	Tiens Il fait du soleil aujourd'hui !	XEDAO
Miyah mgrahul siyaw gsilung nami kana ka dkmthidaw pnaah alang paru.	城裡所有想曬黑的人都來我們的海邊聚集。	All the city folk who want to get a tan come and gather on the shore of our sea.	Tous ceux des villes qui veulent se faire bronzer viennent s'attrouper sur le rivage de notre mer.	XEDAO
Miyah ku pphidaw payay.	我來曬稻穀。	I come to dry the paddy.	Je viens pour sécher le paddy.	XEDAO
Miyah ku knsiyuk phdagan su sphidaw mu payay.	我來借你的曬場（用它）來曬我的稻穀。	I come to borrow your yard to (use it to) dry my paddy.	Je viens emprunter ton aire pour (m'en servir pour) sécher mon paddy.	XEDAO
Mnarux kana hiyi mu.	我全身都痛。	My whole body hurts.	Tout mon corps me fait mal.	XEI
Ungat hiyi ka payay mu.	我的稻子沒有結穀粒（果實）。	My rice has no grain (no fruit).	Mon riz n'a pas de grain (de fruit).	XEI
Yaku bi kingal hiyi.	只有我一個人。	I am alone.	Je suis seul.	XEI
Yaku kingal bi hiyi.	只有我孤零零一個人。	There is only me, all alone.	Il n'y a que moi tout seul.	XEI
Hiyi bi ka kari mu.	我說的是真的（＝我的話是實在的、具體的。	What I say is true (= My speech is substantial, is concrete.	Ce que je dis est vrai (= Mon parler est consistant, est concret.	XEI
Uqi ka hiyi na ni qdaani ka buut.	吃肉，把骨頭丟掉。	Eat the meat and throw away the bones.	Mange la viande et jette les os.	XEI
Hiyi kacing.	水牛肉。	Buffalo meat.	Viande de buffle.	XEI
Hiyi babuy.	豬肉。	Pork.	Viande de porc.	XEI
Hiyi qsurux.	魚肉。	Fish flesh.	Viande de poisson.	XEI
Ana manu hyhiyi ana manu o, uxay mu uqun (vl. aji mu uuqun)	無論什麼東西的什麼肉，我都不吃（或：我不想吃）。	Any kind of meat of anything at all, I do not eat it (var. I don't care to eat it).	N'importe quelle sorte de viande de n'importe quoi, je ne la mange pas (vl. je ne tiens pas à la manger).	XEI
Mhiyi ka trabus mu da!	好啦，我的花生結果實（結莢）了。	There we are, my peanuts have grains (fruits).	Ça y est, mes arachides ont des grains (des fruits).	XEI
Nasi aji su sliqun o, ida empaahiyi ka dphpah kiya.	只要你別去糟蹋它們，那些花全都會結成果實。	If you kindly do not damage them, all those flowers will become fruits.	Si tu veux bien ne pas les abîmer, toutes ces fleurs là deviendront des fruits.	XEI
[ … ] kingal tuki da!	如果我們的稻子有好收成，（那麼）我就買一支手錶給你！	If our rice gives a good harvest, (then) I'll buy you a watch!	Si notre riz donne une bonne récolte, (alors) je t'achéterai une montre !	XEI
Ya bi manu ka empghiyi kdjiyax blbul su?	到底是什麼（是誰）讓你的香蕉樹一直結果呢？	What then is the agent (what is it) that keeps making your banana plants bear fruit?	Quel est donc l'agent (qu'est-ce) qui fait toujours produire tes pieds de bananes ?	XEI
Gnhiyi laqi mu ka kingal lituk qmpahan nii!	這塊地是（用）我女兒（的身體）換來的代價（＝聘禮？買賣？）。	This plot of land is the price brought in by (the body of) my daughter (= dowry? Sale?).	Cette pièce de terre est le prix rapporté par (le corps de) ma fille (= dot ? Vente ?).	XEI
Psaun mu quci kacing ka slaq mu spghiyi mu cicih payay da.	我想在我的水田裡放些牛糞，好讓我的稻子多少長些收成。	I want to put some cow dung in my paddy field to make my rice produce a little.	Je veux mettre de labouse de vache dans ma rizière pour faire un peu produire mon riz.	XEI
Ini bi thiyi ka kari mu!	我的話一點用都沒有！	My words are of no use!	Mes paroles ne servent à rien !	XEI
Ngali ni spuhi papak su; Thiyi balay ka sapuh nii!	拿去敷在你的腳上；這藥非常有效！	Take and apply it on your foot; this medicine is very effective.	Prends et applique sur ton pied ; ce médicament est très efficace.	XEI
Ana ini su snhiyi o, ida hiyi bi ka kari mu!	即使你不相信，我說的話也完全是真的！	Even if you don't believe it, what I say is perfectly true!	Même si tu ne le crois pas, c'est parfaitement vrai ce que je dis !	XEI
Hbaraw bi hiyi ka ini snhiyi kari Lauken.	有很多人不相信Laokeng的話。	There are many who do not believe the words of Laokeng.	Ils sont nombreux à ne pas croire aux paroles de Laokeng.	XEI
Ana ini su snhiyi o, ida meudus ka Utux mcinun.	任憑你怎麼不信，造物之靈依然活著。	No matter how much you disbelieve, the Creator Spirit is alive all the same.	Tu as beau ne pas y croire, L'Esprit créateur est quand même vivant.	XEI
Ida nggealu bi ka dbalay bi msnhiyi.	真正的信徒彼此相愛。	True believers love one another.	Les vrais croyants s'aiment entre eux.	XEI
Hlpis ka snhiyan namu, kika ini thiyi ka dnurun namu Tmaan ta baraw.	你們的信心薄弱（微弱），所以你們向神的禱告沒有效！	Your faith is weak (thin), that is why your prayers to God are not effective!	Votre foi est faible (mince), c'est pourquoi vos prières à Dieu ne sont pas éfficaces !	XEI
Ana ququ ini su snhiyi nkari mu! Ya mha psnhiyi sunan ka lntadan quwaq na bi?	你可以不相信我對你說的話！我想至少他親口說的話能夠說服你！	You may not believe the words I have told you! I suppose at least that the words from his own mouth will be able to convince you!	Tu peux ne pas croire aux paroles que je t'ai dites ! Je suppose au moins que les paroles de sa propre bouche pourront te convaincre !	XEI
Utux ka hiya! Mkla bi psnhiyi ana manu ana emaan.	他是一位靈（他非凡啊！）他能夠說服任何人相信任何事！	He is a Spirit (he is extraordinary, he is!) He is capable of convincing anyone of anything!	Il est un Esprit (il est extraordinaire, lui !) Il est capable de convaincre n'importe qui de n'importe quoi !	XEI
Ma su muda rqdgan spsnhiyi su sjiqun.	你是怎麼了，竟用謊言（欺騙）去說服別人？	What has got into you, to use lies (deceptions) to convince people?	Qu'est-ce qui te prend de te servir de mensonges (supercheries) pour convaincre les gens ?	XEI
Saw bi hnigan Sikat ka taan ta gaing hiya!	遠遠看過去，會以為是Sikat（Sikat的身影）。	Seen over there in the distance, you'd say it was Sikat (the silhouette of Sikat).	A voir là bas au loin, on dirait Sikatz (la silhouette de Sikatz).	XEI
Mha su pqita hnigan su o, ini su qsiqa?	你去把身體露給（大家）看，不覺得羞恥嗎？	Aren't you ashamed to go showing your body (to everyone)?	Tu n'as pas honte d'aller montrer ton corps (à tout le monde) ?	XEI
Ini ku kla mhaal ka yaku; ini biyaw mmlux kana hirang mu.	我沒辦法（用扁擔）挑東西；我的兩肩馬上就痛。	I am incapable of carrying (with a shoulder-pole); (all) my shoulders start hurting right away.	Moi, je suis incapable de porter (au fléau) ; (toutes) mes épaules me font tout de suite mal.	XELANG
